user_id,user_name,transaction_date,transaction_amount,transaction_category_detail,merchant_name
usr_a1b2c3d4,Jose BazBaz,3/17/2024,-169,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,3/19/2024,-5149,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,3/20/2024,-3734,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,3/21/2024,138,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,3/21/2024,112,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,3/21/2024,-494,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,3/22/2024,123,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,3/23/2024,-347,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,3/23/2024,138,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,3/23/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,3/24/2024,-22,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,3/24/2024,62,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,3/24/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,3/25/2024,8,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,3/28/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,3/28/2024,143,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,3/29/2024,-118,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,3/29/2024,98,SUPPLIES_PETS,Petco
usr_a1b2c3d4,Jose BazBaz,3/29/2024,9,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,3/30/2024,13,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,3/31/2024,112,SUPPLIES_PETS,PetFlow
usr_a1b2c3d4,Jose BazBaz,3/31/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,4/2/2024,113,SUPPLIES_PETS,PetFlow
usr_a1b2c3d4,Jose BazBaz,4/2/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,4/9/2024,100,SUPPLIES_PETS,Petco
usr_a1b2c3d4,Jose BazBaz,4/10/2024,105,GROCERIES_FOOD,Trader Joe's
usr_a1b2c3d4,Jose BazBaz,4/11/2024,30,COURSES_EDUCATION,Skillshare
usr_a1b2c3d4,Jose BazBaz,4/12/2024,-737,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,4/13/2024,34,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,4/14/2024,73,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,4/14/2024,64,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,4/14/2024,123,GROCERIES_FOOD,Trader Joe's
usr_a1b2c3d4,Jose BazBaz,4/15/2024,16,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,4/16/2024,75,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,4/17/2024,52,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,4/18/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,4/18/2024,163,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,4/18/2024,44,SUPPLIES_PETS,PetSmart
usr_a1b2c3d4,Jose BazBaz,4/21/2024,-171,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,4/21/2024,67,GROCERIES_FOOD,Publix
usr_a1b2c3d4,Jose BazBaz,4/22/2024,96,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,4/24/2024,143,INSURANCE_FINANCE,Travelers
usr_a1b2c3d4,Jose BazBaz,4/24/2024,16,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,4/24/2024,87,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,4/25/2024,193,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,4/26/2024,95,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,4/26/2024,-645,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,4/26/2024,47,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,4/27/2024,74,SUPPLIES_PETS,Petco
usr_a1b2c3d4,Jose BazBaz,4/27/2024,52,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,4/27/2024,120,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,4/29/2024,-588,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,4/30/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/1/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,5/2/2024,-6062,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,5/2/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/4/2024,121,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,5/4/2024,2179,RENT_HOUSING,Equity Residential
usr_a1b2c3d4,Jose BazBaz,5/5/2024,-5946,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,5/5/2024,16,COURSES_EDUCATION,Skillshare
usr_a1b2c3d4,Jose BazBaz,5/5/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/6/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/9/2024,10,FASTFOOD_FOOD,Five Guys
usr_a1b2c3d4,Jose BazBaz,5/9/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,5/10/2024,-3980,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,5/10/2024,31,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,5/11/2024,2179,RENT_HOUSING,Equity Residential
usr_a1b2c3d4,Jose BazBaz,5/11/2024,6,STREAMING_ENTERTAINMENT,Peacock
usr_a1b2c3d4,Jose BazBaz,5/12/2024,12,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,5/13/2024,-396,FREELANCE_INCOME,Venmo Business
usr_a1b2c3d4,Jose BazBaz,5/13/2024,-5680,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,5/14/2024,-495,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,5/14/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,5/15/2024,14,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,5/15/2024,-695,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,5/16/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/16/2024,-676,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,5/17/2024,123,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,5/17/2024,136,GROCERIES_FOOD,Trader Joe's
usr_a1b2c3d4,Jose BazBaz,5/18/2024,38,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,5/19/2024,55,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,5/20/2024,77,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,5/20/2024,188,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,5/20/2024,-594,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,5/21/2024,-20,CASHBACK_INCOME,Amex Reward
usr_a1b2c3d4,Jose BazBaz,5/22/2024,10,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,5/23/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,5/23/2024,175,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,5/23/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,5/23/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,5/24/2024,39,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,5/24/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,5/25/2024,145,SUPPLIES_PETS,PetFlow
usr_a1b2c3d4,Jose BazBaz,5/25/2024,13,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,5/25/2024,87,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,5/28/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,5/29/2024,-195,FREELANCE_INCOME,Venmo Business
usr_a1b2c3d4,Jose BazBaz,5/31/2024,185,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,5/31/2024,63,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,6/3/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,6/5/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,6/5/2024,21,FASTFOOD_FOOD,Five Guys
usr_a1b2c3d4,Jose BazBaz,6/5/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,6/6/2024,-84,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,6/6/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,6/6/2024,114,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,6/7/2024,77,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,6/8/2024,-1147,FREELANCE_INCOME,Stripe Payout
usr_a1b2c3d4,Jose BazBaz,6/10/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,6/10/2024,148,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,6/10/2024,97,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,6/12/2024,-205,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,6/12/2024,61,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,6/14/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,6/15/2024,27,RIDESHARE_TRANSPORT,Uber
usr_a1b2c3d4,Jose BazBaz,6/18/2024,14,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,6/18/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,6/19/2024,-635,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,6/21/2024,137,SUPPLIES_PETS,PetFlow
usr_a1b2c3d4,Jose BazBaz,6/21/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,6/22/2024,174,UTILITIES_HOUSING,Eversource
usr_a1b2c3d4,Jose BazBaz,6/22/2024,158,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,6/23/2024,133,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,6/24/2024,30,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,6/25/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,6/25/2024,65,INTERNET_HOUSING,AT&T Fiber
usr_a1b2c3d4,Jose BazBaz,6/26/2024,130,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,6/28/2024,104,INSURANCE_FINANCE,Travelers
usr_a1b2c3d4,Jose BazBaz,6/28/2024,54,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,6/29/2024,21,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,6/30/2024,66,GROCERIES_FOOD,Publix
usr_a1b2c3d4,Jose BazBaz,7/1/2024,-5361,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,7/2/2024,26,SUPPLIES_PETS,PetFlow
usr_a1b2c3d4,Jose BazBaz,7/2/2024,175,INSURANCE_FINANCE,Liberty Mutual
usr_a1b2c3d4,Jose BazBaz,7/2/2024,11,FASTFOOD_FOOD,Shake Shack
usr_a1b2c3d4,Jose BazBaz,7/2/2024,109,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,7/2/2024,116,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,7/3/2024,-173,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,7/3/2024,48,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,7/5/2024,39,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,7/10/2024,31,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,7/13/2024,16,STREAMING_ENTERTAINMENT,HBO Max
usr_a1b2c3d4,Jose BazBaz,7/15/2024,27,RIDESHARE_TRANSPORT,Uber
usr_a1b2c3d4,Jose BazBaz,7/16/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,7/17/2024,122,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,7/17/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,7/22/2024,68,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,7/23/2024,83,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,7/24/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,7/26/2024,144,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,7/27/2024,149,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,7/27/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,7/29/2024,23,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,7/30/2024,-139,CASHBACK_INCOME,Amex Reward
usr_a1b2c3d4,Jose BazBaz,7/31/2024,-39,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,8/1/2024,13,FASTFOOD_FOOD,Wendy's
usr_a1b2c3d4,Jose BazBaz,8/2/2024,1975,RENT_HOUSING,Lincoln Property
usr_a1b2c3d4,Jose BazBaz,8/4/2024,-4819,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/4/2024,-5031,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/4/2024,-885,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,8/4/2024,164,INSURANCE_FINANCE,State Farm
usr_a1b2c3d4,Jose BazBaz,8/5/2024,184,UTILITIES_HOUSING,PG&E
usr_a1b2c3d4,Jose BazBaz,8/6/2024,-63,CASHBACK_INCOME,Amex Reward
usr_a1b2c3d4,Jose BazBaz,8/6/2024,1850,RENT_HOUSING,AvalonBay
usr_a1b2c3d4,Jose BazBaz,8/8/2024,-5404,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/8/2024,-113,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,8/11/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,8/11/2024,190,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,8/12/2024,-4018,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/14/2024,95,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,8/14/2024,-324,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,8/15/2024,80,INTERNET_HOUSING,Verizon Fios
usr_a1b2c3d4,Jose BazBaz,8/16/2024,-667,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,8/17/2024,-4065,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/18/2024,15,STREAMING_ENTERTAINMENT,Amazon Prime
usr_a1b2c3d4,Jose BazBaz,8/18/2024,-6737,SALARY_INCOME,Direct Deposit - Employer
usr_a1b2c3d4,Jose BazBaz,8/19/2024,165,UTILITIES_HOUSING,Dominion Energy
usr_a1b2c3d4,Jose BazBaz,8/22/2024,24,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,8/23/2024,-333,FREELANCE_INCOME,PayPal Transfer
usr_a1b2c3d4,Jose BazBaz,8/23/2024,60,INTERNET_HOUSING,Spectrum
usr_a1b2c3d4,Jose BazBaz,8/25/2024,166,SUPPLIES_PETS,Chewy
usr_a1b2c3d4,Jose BazBaz,8/25/2024,20,COURSES_EDUCATION,MasterClass
usr_a1b2c3d4,Jose BazBaz,8/26/2024,11,STREAMING_ENTERTAINMENT,Spotify
usr_a1b2c3d4,Jose BazBaz,8/26/2024,16,FASTFOOD_FOOD,Burger King
usr_a1b2c3d4,Jose BazBaz,8/27/2024,18,FASTFOOD_FOOD,Chick-fil-A
usr_a1b2c3d4,Jose BazBaz,8/28/2024,1800,RENT_HOUSING,UDR Apartments
usr_a1b2c3d4,Jose BazBaz,8/28/2024,62,GROCERIES_FOOD,Trader Joe's
usr_a1b2c3d4,Jose BazBaz,8/30/2024,-98,CASHBACK_INCOME,Citi Cashback
usr_a1b2c3d4,Jose BazBaz,8/30/2024,18,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,8/31/2024,97,GROCERIES_FOOD,Aldi
usr_a1b2c3d4,Jose BazBaz,9/3/2024,58,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,9/3/2024,32,RIDESHARE_TRANSPORT,Lyft
usr_a1b2c3d4,Jose BazBaz,9/3/2024,2179,RENT_HOUSING,Equity Residential
